k,1agent,4agent_coevol,4agent_attempts_only,4agent_no_sharing
404,1.0000004292,0.9999999467,1.0000025366,1.0000055948
405,1.0000004292,0.9999999467,1.0000025366,1.0000055948
406,1.0000004292,0.9999999467,1.0000025366,1.0000055948
407,1.0000004292,0.9999999467,1.0000025366,1.0000055948
408,1.0000004292,0.9999999467,1.0000025366,1.0000055948
409,1.0000004292,0.9999999467,1.0000025366,1.0000055948
410,1.0000004292,0.9999999467,1.0000025366,1.0000055948
411,1.0000004292,0.9999999467,1.0000025366,1.0000055948
412,1.0000004292,0.9999999467,1.0000025366,1.0000055948
413,1.0000004292,0.9999999467,1.0000025366,1.0000055948
414,1.0000004292,0.9999999467,1.0000025366,1.0000055948
415,1.0000004292,0.9999999467,1.0000025366,1.0000055948
416,1.0000004292,0.9999999467,1.0000025366,1.0000055948
417,1.0000004292,0.9999999467,1.0000025366,1.0000055948
418,1.0000004292,0.9999999467,1.0000025366,1.0000055948
419,1.0000004292,0.9999999467,1.0000025366,1.0000055948
420,1.0000004292,0.9999999467,1.0000025366,1.0000055948
421,1.0000004292,0.9999999467,1.0000025366,1.0000055948
422,1.0000004292,0.9999999467,1.0000025366,1.0000055948
423,1.0000004292,0.9999999467,1.0000025366,1.0000055948
424,1.0000004292,0.9999999467,1.0000025366,1.0000055948
425,1.0000004292,0.9999999467,1.0000025366,1.0000055948
426,1.0000004292,0.9999999467,1.0000025366,1.0000055948
427,1.0000004292,0.9999999467,1.0000025366,1.0000055948
428,1.0000004292,0.9999999467,1.0000025366,1.0000055948
429,1.0000004292,0.9999999467,1.0000025366,1.0000055948
430,1.0000004292,0.9999999467,1.0000025366,1.0000055948
431,1.0000004292,0.9999999467,1.0000025396,1.0000055948
432,1.0000004292,0.9999999467,1.0000025396,1.0000055948
433,1.0000004292,0.9999999467,1.0000025396,1.0000055948
434,1.0000004292,0.9999999467,1.0000025396,1.0000055948
435,1.0000004292,0.9999999467,1.0000025396,1.0000055948
436,1.0000004292,0.9999999467,1.0000025396,1.0000055948
437,1.0000004292,0.9999999467,1.0000025396,1.0000055948
438,1.0000004292,0.9999999467,1.0000025396,1.0000055948
439,1.0000004292,0.9999999467,1.0000025396,1.0000055948
440,1.0000004292,0.9999999467,1.0000025396,1.0000055948
441,1.0000004292,0.9999999467,1.0000025396,1.0000055948
442,1.0000004292,0.9999999467,1.0000025396,1.0000055948
443,1.0000004292,0.9999999467,1.0000025396,1.0000055948
444,1.0000004292,0.9999999467,1.0000025396,1.0000055948
445,1.0000004292,0.9999999467,1.0000025396,1.0000055948
446,1.0000004292,0.9999999467,1.0000025396,1.0000055948
447,1.0000004292,0.9999999467,1.0000025396,1.0000055948
448,1.0000004292,0.9999999467,1.0000025396,1.0000055948
449,1.0000004292,0.9999999467,1.0000025396,1.0000055948
450,1.0000004292,0.9999999467,1.0000025396,1.0000055948
451,1.0000004292,0.9999999469,1.0000025396,1.0000055948
452,1.0000004292,0.9999999469,1.0000025396,1.0000055948
453,1.0000004292,0.9999999469,1.0000025396,1.0000055948
454,1.0000004292,0.9999999469,1.0000025396,1.0000055948
455,1.0000004292,0.9999999469,1.0000025396,1.0000055948
456,1.0000004292,0.9999999469,1.0000025396,1.0000055948
457,1.0000004292,0.9999999469,1.0000025396,1.0000055948
458,1.0000004292,0.9999999469,1.0000025396,1.0000055948
459,1.0000004292,0.9999999469,1.0000025396,1.0000055948
